product_id,name,refund_total,n_devolucoes,motivo_principal
199,Colete Salva-Vidas 2755,8828.7,1,Produto com defeito de fábrica
160,Tinta Antifouling 901,8707.14,2,Compra duplicada
435,Bateria Náutica 5770,8661.0,3,Produto avariado no transporte
253,Bússola de Bordo 3611,8645.449999999999,3,Compra duplicada
321,Colete Salva-Vidas 7573,8629.5,2,Tamanho/cor incorretos
328,Vela Mestra 8368,8545.45,4,Produto com defeito de fábrica
337,Cabo Náutico 9048,8533.380000000001,5,Produto avariado no transporte
339,Sonar Transducer 6256,8180.4,3,Item não corresponde à descrição
95,Vela Mestra 6861,8156.67,2,Cliente desistiu da compra
242,Âncora Bruce 7665,8024.21,5,Cliente desistiu da compra
84,Defensa Náutica 656,7983.92,4,Item não corresponde à descrição
261,Âncora Bruce 7226,7982.26,4,Cliente desistiu da compra
181,Bateria Náutica 7848,7766.88,2,Produto avariado no transporte
138,Cabo Náutico 3217,7735.939999999999,5,Item não corresponde à descrição
54,Colete Salva-Vidas 6302,7710.24,4,Compra duplicada
212,Sonar Transducer 594,7662.2699999999995,2,Cliente desistiu da compra
480,Hélice de Alumínio 4260,7607.400000000001,2,Produto com defeito de fábrica
8,Cabo Náutico 1373,7587.75,1,Cliente desistiu da compra
400,Vela Mestra 4667,7581.299999999999,2,Compra duplicada
129,Defensa Náutica 4517,7448.0,1,Tamanho/cor iincorretos
68,Âncora Bruce 2455,7377.7,2,Produto avariado no transporte
312,Âncora Bruce 831,7211.34,3,Compra duplicada
130,Tinta Antifouling 9285,7184.210000000001,4,Cliente desistiu da compra
473,Motor de Popa 8491,7107.63,1,Produto com defeito de fábrica
348,Âncora Bruce 1231,7026.26,3,Tamanho/cor incorretos
494,Motor de Popa 4783,6990.86,1,Cliente desistiu da compra
45,Tinta Antifouling 3620,6942.36,1,—
194,Hélice de Alumínio 7846,6903.85,3,Item não corresponde à descrição
182,Vela Mestra 3395,6846.92,1,Tamanho/cor incorretos
83,Bússola de Bordo 7257,6717.49,3,Cliente desistiu da compra
475,Bússola de Bordo 2331,6697.48,1,Produto com defeito de fábrica
448,Bateria Náutica 6898,6671.039999999999,1,Produto avariado no transporte
474,Tinta Antifouling 8791,6666.07,4,Cliente desistiu da compra
477,Motor de Popa 8461,6605.85,5,Produto avariado no transporte
365,Sonar Transducer 455,6537.09,1,Cliente desistiu da compra
203,Sonar Transducer 1690,6118.32,2,Cliente desistiu da compra
204,Sonar Transducer 7487,6100.02,3,Compra duplicada
440,Bússola de Bordo 553,6052.900000000001,3,Compra duplicada
113,Hélice de Alumínio 1281,5832.72,2,Item não corresponde à descrição
241,Defensa Náutica 5179,5755.78,1,Item não corresponde à descrição
255,Sonar Transducer 5593,5750.360000000001,3,Item não corresponde à descrição
89,Âncora Bruce 2687,5731.25,2,Tamanho/cor incorretos
117,Sonar Transducer 869,5728.68,4,Compra duplicada
39,Bateria Náutica 3427,5693.660000000001,2,Cliente desistiu da compra
25,Bússola de Bordo 799,5691.28,2,Cliente desistiu da compra
426,Motor de Popa 1296,5607.650000000001,2,Item não corresponde à descrição
425,Bateria Náutica 2254,5574.7,2,Compra duplicada
109,Âncora Bruce 8139,5482.0,1,Item não corresponde à descrição
219,Colete Salva-Vidas 502,5437.9,4,Produto avariado no transporte
281,Vela Mestra 8105,5432.98,1,Tamanho/cor incorretos
257,Colete Salva-Vidas 8800,5382.4,1,Produto avariado no transporte
392,Tinta Antifouling 3067,5366.46,4,Item não corresponde à descrição
356,Vela Mestra 1319,5244.18,2,Compra duplicada
51,Defensa Náutica 9969,5092.36,3,?
323,Âncora Bruce 7053,5027.98,3,Compra duplicada
372,Vela Mestra 500,4963.82,1,Compra duplicada
27,Colete Salva-Vidas 7001,4886.43,2,Tamanho/cor incorretos
24,Colete Salva-Vidas 3398,4815.54,1,Produto com defeito de fábrica
188,Sonar Transducer 9366,4773.34,3,Cliente desistiu da compra
155,Bateria Náutica 5487,4744.72,1,Produto com defeito de fábrica
195,Bateria Náutica 4683,4727.92,3,Compra duplicada
305,Bateria Náutica 5556,4670.16,1,Produto avariado no transporte
3,Tinta Antifouling 5479,4591.0199999999995,5,Cliente desistiu da compra
220,Tinta Antifouling 5225,4587.26,1,
309,Motor de Popa 4415,4417.7699999999995,2,Cliente desistiu da compra
41,Âncora Bruce 2416,4339.14,4,Compra duplicada
52,Bateria Náutica 8532,4313.08,2,Item não corresponde à descrição
381,Cabo Náutico 9083,4298.25,1,Compra duplicada
2,Vela Mestra 3870,4276.0199999999995,3,Compra duplicada
484,Hélice de Alumínio 6668,4231.52,1,Item não corresponde à descrição
79,Sonar Transducer 5255,4161.08,2,Cliente desistiu da compra
81,Motor de Popa 7678,4128.94,3,Item não corresponde à descrição
268,Motor de Popa 9800,4108.26,3,Compra duplicada
363,Motor de Popa 1279,3930.95,4,Cliente desistiu da compra
153,Motor de Popa 9201,3892.94,3,Compra duplicada
46,Defensa Náutica 5036,3835.65,1,Produto com defeito de fábrica
61,Tinta Antifouling 693,3788.88,3,Cliente desistiu da compra
47,Motor de Popa 5561,3732.21,1,Item não corresponde à descrição
202,Cabo Náutico 5453,3648.1,3,Cliente desistiu da compra
63,Colete Salva-Vidas 4753,3551.96,3,Produto avariado no transporte
206,Âncora Bruce 6320,3551.71,2,Item não corresponde à descrição
367,Sonar Transducer 4574,3519.64,1,Cliente desistiu da compra
416,Tinta Antifouling 9500,3516.69,1,Compra duplicada
420,Colete Salva-Vidas 6879,3514.14,2,Compra duplicada
418,Tinta Antifouling 6959,3507.9,1,Compra duplicada
145,Sonar Transducer 1176,3496.68,2,Produto com defeito de fábrica
486,Genérico,3457.73,4,Produto com defeito de fábrica
497,Colete Salva-Vidas 9810,3374.44,4,Cliente desistiu da compra
470,Defensa Náutica 9426,3353.88,2,Compra duplicada
485,GPS Plotter 5365,3343.54,3,Cliente desistiu da compra
247,Defensa Náutica 7459,3309.88,4, Produto com defeito de fábrica
413,Cabo Náutico 5471,3284.7000000000003,3,Cliente desistiu da compra
91,Hélice de Alumínio 8603,3257.01,1,Item não corresponde à descrição
270,Defensa Náutica 8531,3233.34,1,Compra duplicada
209,Cabo Náutico 7626,3224.48,2,Cliente desistiu da compra
120,Motor de Popa 8681,3206.8,1,Produto com defeito de fábrica
93,Bússola de Bordo 2692,3134.4,1,Produto avariado no transporte
176,Vela Mestra 1834,3121.9700000000003,5,Cliente desistiu da compra
143,Tinta Antifouling 849,3037.79,4,Cliente desistiu da compra
110,Hélice de Alumínio 1155,3033.43,2,Item não corresponde à descrição
430,GPS Plotter 9763,2952.04,1,Cliente desistiu da compra
332,Bateria Náutica 9527,2933.7,1,Tamanho/cor incorretos
29,Defensa Náutica 3153,2871.92,1,Item não corresponde à descrição
341,Vela Mestra 7122,2868.84,3,Tamanho/cor incorretos
102,Bateria Náutica 3506,2847.48,3,Compra duplicada
108,Âncora Bruce 326,2813.26,2,Compra duplicada
446,Vela Mestra 2993,2783.63,1,Produto avariado no transporte
198,Hélice de Alumínio 8067,2763.78,2,Produto avariado no transporte
249,Motor de Popa 1606,2671.84,3,Item não corresponde à descrição
173,Bateria Náutica 2569,2651.34,4,Cliente desistiu da compra
177,GPS Plotter 8413,2616.6000000000004,4,Cliente desistiu da compra
189,Cabo Náutico 8341,2579.96,1,Compra duplicada
267,GPS Plotter 475,2569.02,3, Tamanho/cor incorretos
18,Âncora Bruce 7120,2563.85,1,Produto avariado no transporte
69,Motor de Popa 2195,2553.86,1,Compra duplicada
187,asdf,2553.64,4,Produto avariado no transporte
324,Colete Salva-Vidas 5603,2491.36,2,—
16,Hélice de Alumínio 8340,2482.5,4,Produto avariado no transporte
56,Sonar Transducer 4571,2351.02,2,Item não corresponde à descrição
97,Motor de Popa 5396,2300.3,1,Produto avariado no transporte
325,Âncora Bruce 5388,2181.28,1,Tamanho/cor incorretos
224,Tinta Antifouling 1614,2118.09,2,Cliente desistiu da compra
275,Cabo Náutico 5921,2092.58,1,Produto avariado no transporte
320,Colete Salva-Vidas 7959,2067.7799999999997,1,Item não corresponde à descrição
422,Sonar Transducer 7193,2066.47,1,Tamanho/cor iincorretos
211,Cabo Náutico 9796,2038.04,1,Cliente desistiu da compra
287,Âncora Bruce 4980,2013.71,1,Tamanho/cor incorretos
335,Vela Mestra 8049,1954.25,3,Compra duplicada
7,Cabo Náutico 4894,1947.08,1,Compra duplicada
396,Bússola de Bordo 8014,1929.76,2,Compra duplicada
318,Defensa Náutica 6926,1912.56,2,Item não corresponde à descrição
20,GPS Plotter 7169,1813.06,1,Produto avariado no transporte
285,Âncora Bruce 1131,1781.99,2,Cliente desistiu da compra
231,GPS Plotter 6626,1776.02,1,Cliente desistiu da compra
185,Motor de Popa 2690,1747.88,1,Produto avariado no transporte
277,Cabo Náutico 3697,1699.98,4,Compra duplicada
98,Bússola de Bordo 2458,1682.5900000000001,1,Tamanho/cor incorretos
391,Bússola de Bordo 5574,1649.76,4,Cliente desistiu da compra
178,Cabo Náutico 6215,1639.82,1,Compra duplicada
10,Colete Salva-Vidas 6199,1629.17,1,Cliente desistiu da compra
150,Defensa Náutica 2783,1528.42,2,Item não corresponde à descrição
65,Colete Salva-Vidas 1933,1524.52,1,Cliente desistiu da compra
383,Sonar Transducer 7919,1521.36,1,Item não corresponde à descrição
483,Defensa Náutica 9695,1509.9,1,Tamanho/cor incorretos
36,GPS Plotter 8951,1442.06,3,Produto avariado no transporte
354,Bússola de Bordo 1372,1392.48,2,Produto avariado no transporte
245,Cabo Náutico 7064,1260.21,1,Cliente desistiu da compra
390,Defensa Náutica 3955,1245.37,1,Produto avariado no transporte
313,Colete Salva-Vidas 3456,1228.35,2,Item não corresponde à descrição
4,Sonar Transducer 9933,1185.69,1,Tamanho/cor incorretos
214,Hélice de Alumínio 8208,1129.98,1,Tamanho/cor incorretos
351,GPS Plotter 845,1110.66,1,Cliente desistiu da compra
125,Âncora Bruce 9236,1078.86,4,Tamanho/cor incorretos
393,Hélice de Alumínio 2428,1075.09,1,Item não corresponde à descrição
149,Bateria Náutica 948,1028.21,1,Compra duplicada
218,Bússola de Bordo 4059,1004.76,1,Produto com defeito de fábrica
433,Colete Salva-Vidas 2045,951.05,1,Produto avariado no transporte
136,Colete Salva-Vidas 9822,865.53,1,Compra duplicada
22,Vela Mestra 7039,862.14,1,Item não corresponde à descrição
210,João da Silva,838.45,5, Compra duplicada
128,Cabo Náutico 7174,831.96,4,Compra duplicada 
5,Bússola de Bordo 3641,817.89,2,Cliente desistiu da compra
190,GPS Plotter 3107,815.59,3,Compra duplicada
134,Cabo Náutico 5788,725.1999999999999,1,Item não corresponde à descrição
124,Âncora Bruce 9985,694.88,1,Tamanho/cor incorretos
401,Bússola de Bordo 4473,605.16,3,Produto avariado no transporte
471,Colete Salva-Vidas 7201,593.56,2,Compra duplicada
119,Motor de Popa 2911,542.8,1,Cliente desistiu da compra
11,Hélice de Alumínio 4091,516.75,1,Produto avariado no transporte
397,GPS Plotter 3411,431.13,1,Produto avariado no transporte
326,Defensa Náutica 824,406.78,1,Item não corresponde à descrição
180,Motor de Popa 1949,393.41999999999996,1,Produto avariado no transporte
452,Tinta Antifouling 4641,391.96,1,Tamanho/cor incorretos
358,Motor de Popa 553,391.94,1,Cliente desistiu da compra
35,Colete Salva-Vidas 8211,381.63,1,Tamanho/cor incorretos
398,Âncora Bruce 4713,353.21,1,Produto com defeito de fábrica
362,Âncora Bruce 3524,349.98,1,Cliente desistiu da compra
256,Tinta Antifouling 866,285.32,2,Compra duplicada
423,GPS Plotter 5583,258.05,1,Compra duplicada
76,Sonar Transducer 9995,233.91,1,Tamanho/cor incorretos
412,Motor de Popa 6647,153.12,3,Compra duplicada
458,Sonar Transducer 9222,134.34,1,Produto avariado no transporte
493,Hélice de Alumínio 5003,130.33,3,Compra duplicada
1,Motor de Popa 6014,36.65,1,Compra duplicada
447,Cabo Náutico 2366,0.0,1,Produto variado no transporte
158,Vela Mestra 8056,0.0,2,Cliente desistiu da compra
315,Defensa Náutica 2949,0.0,1,Produto com defeito de fábrica
307,Vela Mestra 6857,0.0,2,Cliente desistiu da compra
74,Bússola de Bordo 702,0.0,1,Produto com defeito de fábrica
299,Hélice de Alumínio 9238,0.0,1,Cliente desistiu da compra
298,Motor de Popa 2640,0.0,2,Produto avariado no transporte
292,Vela Mestra 7242,0.0,1,Cliente desistiu da compra
90,Âncora Bruce 9445,0.0,1,Produto com defeito de fábrica
278,Sonar Transducer 5470,0.0,2,Cliente desistiu da compra
487,Bússola de Bordo 5643,0.0,1,Cliente desistiu da compra
273,Vela Mestra 3325,0.0,2,Cliente desistiu da compra
489,Defensa Náutica 9755,0.0,1,Compra duplicada
6,Defensa Náutica 7487,0.0,1,Compra duplicada
491,Bússola de Bordo 4004,0.0,1,Cliente desistiu da compra
99,Âncora Bruce 2417,0.0,2,Item não corresponde à descrição
265,Âncora Bruce 2284,0.0,1,Cliente desistiu da compra
258,Bateria Náutica 5523,0.0,1,Tamanho/cor incorretos
226,Hélice de Alumínio 3756,0.0,1,Produto com defeito de fábrica
147,Motor de Popa 1923,0.0,1,Produto com defeito de fábrica
105,Defensa Náutica 1200,0.0,1,Item não corresponde à descrição
107,Tinta Antifouling 5097,0.0,1,Produto com defeito de fábrica
233,Bateria Náutica 6163,0.0,1,Produto com defeito de fábrica
478,Tinta Antifouling 3290,0.0,1,Compra duplicada
316,Cabo Náutico 6564,0.0,1,Compra duplicada
60,Vela Mestra 2410,0.0,2,Cliente desistiu da compra
38,Sonar Transducer 7290,0.0,1,Cliente desistiu da compra
161,Bússola de Bordo 5772,0.0,2,Cliente desistiu da compra
19,Âncora Bruce 4405,0.0,1,Produto com defeito de fábrica
164,Bateria Náutica 2738,0.0,1,Produto com defeito de fábrica
166,GPS Plotter 7150,0.0,1,Produto com defeito de fábrica
424,Colete Salva-Vidas 8874,0.0,1,outros
457,Tinta Antifouling 8834,0.0,2,Cliente desistiu da compra
421,Hélice de Alumínio 314,0.0,1,Item não corresponde à descrição
131,Âncora Bruce 7031,0.0,2,Produto com defeito de fábrica
461,Colete Salva-Vidas 3259,0.0,1,Item não corresponde à descrição
43,Defensa Náutica 9513,0.0,1,Item não corresponde à descrição
346,GPS Plotter 830,0.0,2,Cliente desistiu da compra
140,Bússola de Bordo 5528,0.0,1,Produto avariado no transporte
465,Defensa Náutica 792,0.0,2,Compra duplicada
13,GPS Plotter 7021,0.0,1,Compra duplicada
376,Defensa Náutica 7831,0.0,1,Produto avariado no transporte
141,Motor de Popa 5440,0.0,1,Compra duplicada
375,Sonar Transducer 3481,0.0,2,Item não corresponde à descrição
55,GPS Plotter 6249,0.0,3,Compra duplicada
364,Vela Mestra 4634,0.0,1,Item não corresponde à descrição
349,Bateria Náutica 5090,0.0,1,Produto avariado no transporte
368,Cabo Náutico 7039,0.0,1,Produto com defeito de fábrica
